a,b,tau
4.032783113822371,-0.23140779731918207,0.5659201398744669
4.003410265273942,-0.231616513196489,0.5540444519775234
4.022212489916899,-0.23187972029854598,0.5643769513222028
4.0233930165568035,-0.2322734870291288,0.5846145826603116
4.016789450360676,-0.23363111781775983,0.5761427439408833
4.052282266213405,-0.23202441661482412,0.5580527744614503
4.051441837613992,-0.2335469679527666,0.5676741472538989
4.042196149878836,-0.2326843430273795,0.5582702286587916
4.0510421389561,-0.23215892599393842,0.5596611147394925
4.0510421389561,-0.23215892599393842,0.5596611147394925
4.056473627285915,-0.23566785174946,0.5547018089131674
4.017929367498134,-0.23300321973995775,0.5507720281716784
3.9766732492638526,-0.23017004267475,0.5582586511066637
4.035397905464784,-0.2320165371565323,0.5628398853312688
4.0554031243778095,-0.23470468154673238,0.5502351134199394
3.9911213527370752,-0.23281539400321666,0.5486652199468222
3.9954965724131806,-0.23243721133074566,0.5466461642679743
4.023481981310603,-0.2306573091913212,0.5624582246146644
4.01551045569479,-0.23077863262690523,0.5581637310081857
4.017323091331386,-0.2326730927133814,0.5509768358613681
3.9988178666938237,-0.23321571306206473,0.5518333586773245
4.021029751280647,-0.23215243515499603,0.5508902645091773
4.014430216314876,-0.23149673949420724,0.5643497939439512
3.9611113572327405,-0.2294915110106135,0.5670976903928829
4.044652894109848,-0.23447701556563744,0.5613437145131911
4.029724421641575,-0.23269463933141923,0.5558689815388538
4.01404225734596,-0.2313912875285672,0.5672807292390758
4.007844705128403,-0.2315813757617273,0.5563712343662335
4.045107870986153,-0.23254149811434335,0.5576154184147082
4.007620040981629,-0.23170731783874635,0.5732198072213736
4.026218098193536,-0.2313920279711823,0.5499195407739543
4.037347752322975,-0.2321171080006578,0.5612978232455316
4.03422810419946,-0.23141730433787405,0.5650456213701958
3.9811275289582153,-0.22979276407904412,0.5618739988561733
4.001684953893814,-0.23055374417274174,0.5580228813136174
4.005416165155132,-0.2313183985720151,0.5602900496832711
4.028571280403067,-0.23151450238857366,0.5686461916228513
4.011300407141601,-0.2324983176561722,0.5829900650336961
3.9654899795218785,-0.22989465148766322,0.5383235303218563
3.9672201484781238,-0.22902746961656442,0.546955034712963
4.002387091990046,-0.2321211652803202,0.5609752072459204
4.014851709864032,-0.2308689453918326,0.5679649885763904
4.028898668065364,-0.2333221908698247,0.5622966393311942
4.036347944896546,-0.23306247164238603,0.561135587791238
4.088267231336825,-0.23507868466637843,0.5649653579801832
4.064191028775486,-0.23419826818982534,0.5534097012468328
4.069909587082656,-0.23385882279443596,0.5529264928359463
3.98712935762367,-0.22992107170856604,0.5666814801682781
4.007709107832901,-0.23040868244168647,0.5542333380913012
3.961510106852302,-0.22990868577631793,0.5480336721542767
4.025518705018902,-0.23084722479241385,0.5759497827637308
4.026207616928989,-0.23189616503099647,0.5578891253034689
3.982952389654348,-0.2293391866795241,0.5700368561868497
4.035270190704646,-0.23327828222604013,0.5525203599605782
4.006575953999537,-0.23186592491697613,0.5713405919979022
4.011680170739678,-0.23101335815997562,0.5641678653799684
3.988065567359223,-0.2312495488372654,0.5469655326638282
4.013911221964143,-0.23000976127603684,0.5471210858487028
3.964582793308159,-0.2306449156979625,0.5790406334407046
4.031290445889754,-0.23128913112258964,0.5427499310199176
4.031290445889754,-0.23128913112258964,0.5427499310199176
4.015187406660781,-0.23244717330088308,0.5860486968884052
4.034893871854764,-0.23205878216891793,0.5810400626021928
4.0296114598199075,-0.23227930662994217,0.5754387797229777
4.03392126157622,-0.23171075843518715,0.5794924481159096
4.006359067910784,-0.23000387957631022,0.5548868525463551
3.991664872918885,-0.23181183572439057,0.5726949437212402
3.9798624016710704,-0.23097786134054565,0.5587168975782871
4.016512922229445,-0.23101860123187426,0.5571252441973116
4.0257163352920475,-0.23290974987578889,0.5606557003994133
3.975793695868657,-0.23015940229411397,0.5624961352179088
3.971544960837305,-0.22952943779436266,0.5696068957590605
3.9617793282362714,-0.22911276671184239,0.5729831476987539
3.959083401545727,-0.22869753541501514,0.5665427898405737
3.98535173678411,-0.23021163311687584,0.5372050079119147
4.0321787429503155,-0.2330024656626083,0.5541663537555878
4.031962513042673,-0.23300353380341782,0.560379413033237
4.01726484015678,-0.2324421121188349,0.5646555580135255
4.004100903606546,-0.23187763991852903,0.5637875492632844
4.008706788606631,-0.23181492056196945,0.5637632551005857
4.0265471651766696,-0.23299591939458617,0.5625941196162545
3.9892687945477836,-0.23080463467252932,0.5582922919955352
4.003277501746029,-0.23142145706158498,0.5513745632056369
3.986328237205495,-0.2308083871852935,0.5546424919643655
4.009251031769517,-0.23089117548047608,0.5684363397666861
4.040334412564748,-0.23310807804106562,0.5549952254857121
4.036420436826178,-0.2330215495701478,0.5710647048980734
4.030029740502039,-0.23279369351596646,0.5648480862915309
4.078660913729165,-0.2348966840357291,0.5548857190837558
4.004841522751816,-0.23111157635958848,0.5541922610778031
3.955607817852762,-0.22937190628145981,0.5595768542815046
4.040185929783598,-0.23210722409855886,0.561102132033732
4.0532054482703055,-0.23196293796776574,0.5662761213414004
4.035678759198693,-0.2324610452215597,0.5615943421724481
4.035337399118849,-0.23210158845564088,0.5614222509934841
3.9831059771924533,-0.23114412151090688,0.560074556195407
4.1094483160895905,-0.23655375295198616,0.5528265084552811
4.089949755753174,-0.23512315533133643,0.5546606829894354
4.037385753955603,-0.23303224230894504,0.5618110033832288
3.9952705096591865,-0.23123915110208917,0.5379851683824862
4.002017370228289,-0.23031947661458466,0.5442164159753375
4.052621423503245,-0.23349218135381417,0.5716643917951258
4.0437744349926295,-0.2331119874663665,0.562608136256926
4.015053610075179,-0.2329794240917185,0.5566251601675163
4.015794229935499,-0.23331219288137767,0.5735968534224007
4.0297529498962135,-0.2340666425183053,0.5615583424822527
4.0506488554584825,-0.2324234281870863,0.5556326868140056
4.063094065778611,-0.23291879017865785,0.5648523631584865
4.027875214415771,-0.2334588803532845,0.5537486700755839
3.976881988825133,-0.2304921724402518,0.5689317505015162
4.12828377833688,-0.23655721414669328,0.5577818294369482
4.052798043024057,-0.23331544150539255,0.5743862649025915
4.064684645053903,-0.23433210138573302,0.5684901391081061
4.027901485144896,-0.2322673051015382,0.5520152931835125
